009146,ZS-GNL,GLID,,L0-,-
009246,ZS-GXH,UF13,URBAN UFM-13 Lambada,L1P,L
009A46,ZS-JYB,BE35,BEECH 35 Starfire Bonanza,L1P,L
009C46,ZS-JHG,PC12,PILATUS PC-12,L1T,L
009D46,ZS-LBP,C82R,CESSNA R182 Skylane RG,L1P,L
00A746,ZS-OWB,P28A,PIPER PA-28-140/150/160/180,L1P,L
00AA46,ZS-PZP,C206,CESSNA  206 Stationair,L1P,L
00B246,ZS-TAJ,PA44,PIPER PA-44 Seminole,L2P,L
00B546,ZS-UDX,FB1A,BOWERS Fly Baby 1A,L1P,L
010146,SU-GDZ,B738,BOEING 737-800,L2J,M
020046,CN-ANO,FA50,DASSAULT Falcon 50,L3J,M
020146,CN-KAS,GL5T,BOMBARDIER BD-700 Global 5000/5500,L2J,M
028646,TS-CSA,DA42,DIAMOND DA-42 Guardian,L2P,L
038F46,TU-VAI,GLF4,GULFSTREAM 4,L2J,M
040046,ET-AOP,B788,BOEING 787-8 Dreamliner,L2J,H
044046,9G-GAS,JS32,BRITISH AEROSPACE Jetstream Super 31,L2T,M
064246,5N-ALG,H25B,HAWKER BEECHCRAFT Hawker 750/850,L2J,M
06A046,A7-ACG,A332,AIRBUS A-330-200,L2J,H
06A146,A7-APE,A388,AIRBUS A-380-800,L4J,H
070046,6V-ACG,PA31,PIPER PA-31-300/310/325/350/425,L2P,L
074046,S7-ADM,P212,TECNAM P-2012 Traveller,L2P,L
0A0046,7T-VJX,A332,AIRBUS A-330-200,L2J,H
0AC946,PNC-0747,UH1,BELL UH-1 Huey,H1T,L
0AE046,MSP020,BE9L,BEECH 90 King Air,L2T,L
0B4046,TG-CSC,BE9L,BEECH 90 King Air,L2T,L
0B4146,TG-LFG,PA31,PIPER PA-31-300/310/325/350/425,L2P,L
0C2046,HP-1537CMP,B738,BOEING 737-800,L2J,M
0C2146,HP-3410DAE,B763,BOEING 767-300,L2J,H
0C4146,HI985,C680,CESSNA 680 Citation Sovereign,L2J,M
0C6046,9Y-ELL,A139,AGUSTA AW-139,H2T,L
0D0546,ANX-1250,C295,CASA C-295 Persuader,L2T,M
0D0646,XB-DUR,C150,CESSNA 150,L1P,L
0D0A46,XA-RBI,F900,DASSAULT Falcon 900,L3J,M
0D0C46,XB-NKG,P32R,PIPER PA-32R-300/301/301T,L1P,L
0D0D46,XB-RPV,TBM9,SOCATA TBM-900/910/930/940,L1T,L
0D0E46,XA-VST,A21N,AIRBUS A-321neo,L2J,M
0D8246,YV3160,WW24,IAI 1124 Westwind,L2J,M
0D8346,YV3426,ASTR,GULFSTREAM AEROSPACE Gulfstream G100,L2J,M
0D8446,YV2822,BE30,BEECH 300 Super King Air,L2T,L
141D46,RA-07494,EC45,AIRBUS HELICOPTERS EC-145,H2T,L
142E46,RA-11844,,,,
150646,RA-67142,CRJ2,BOMBARDIER Regional Jet CRJ-200,L2J,M
151D46,RA-73030,B763,BOEING 767-300,L2J,H
151E46,RA-73286,B744,BOEING 747-400,L4J,H
152046,RA-73798,A321,AIRBUS A-321,L2J,M
155C46,RA-89158,SU95,SUKHOI Superjet 100-95,L2J,M
1D3346,RF-78662,IL76,ILYUSHIN Il-76/82,L4J,H
300346,I-AMRL,DA42,DIAMOND DA-42 Guardian,L2P,L
300546,I-MRTA,RV6,VANS RV-6,L1P,L
300646,I-DMAS,RV7,VANS RV-7,L1P,L
300746,I-ISEB,C172,CESSNA 172 Skyhawk,L1P,L
300846,I-LRCA,R44,ROBINSON R-44 Raven,H1P,L
31DC46,I-C150,MCR4,DYNAERO MCR-2/4,L1P,L
