008148,ZS-ALZ,BE36,BEECH 36 Bonanza,L1P,L
009448,ZS-HRB,BALL,,B0-,-
009648,ZS-IKT,PA25,PIPER PA-25 Pawnee,L1P,L
009F48,ZS-LVJ,PA31,PIPER PA-31-300/310/325/350/425,L2P,L
00A748,ZS-OWD,C210,CESSNA 201 Centurion,L1P,L
00A848,ZS-PFZ,PA18,PIPER PA-18 Super Cub,L1P,L
010148,SU-BRG,C680,CESSNA 680 Citation Sovereign,L2J,M
010248,SU-SKB,A320,AIRBUS A-320,L2J,M
020148,CN-TMF,M20T,MOONEY M-20T,L1P,L
040048,ET-AOR,B788,BOEING 787-8 Dreamliner,L2J,H
04C148,5Y-CYB,B738,BOEING 737-800,L2J,M
05A048,8Q-TMH,DHC6,DE HAVILLAND DHC-6 Twin Otter,L2T,L
064248,5N-AAM,A346,AIRBUS A-340-600,L4J,H
068048,5X-JNF,L410,LET L-410 Turbolet,L2T,L
06A148,A7-APG,A388,AIRBUS A-380-800,L4J,H
06A248,A7-MAA,C17,BOEING C-17 Globemaster 3,L4J,H
09A048,C5-MAJ,B733,BOEING 737-300,L2J,M
0A0048,7T-VJZ,A332,AIRBUS A-330-200,L2J,H
0A4048,LC-33,LYNX,AGUSTAWESTLAND AW-159 Super Lynx,H2T,L
0A8048,C6-BFC,B735,BOEING 737-500,L2J,M
0AC948,PNC-0253,C208,CESSNA 208 Caravan,L1T,L
0ACA48,EJC1132,C208,CESSNA 208 Caravan,L1T,L
0AE048,TI-AHQ,P28A,PIPER PA-28-140/150/160/180,L1P,L
0C4148,HI-987,R66,ROBINSON R-66,H1T,L
0D0248,XB-BBO,GLF2,GULFSTREAM 2,L2J,M
0D0648,XA-DAC,E190,EMBRAER ERJ-190-100,L2J,M
0D0748,XA-UNK,EC45,AIRBUS HELICOPTERS EC-145,H2T,L
0D0848,XA-GAL,E190,EMBRAER ERJ-190-100,L2J,M
0D0D48,XA-VBJ,A321,AIRBUS A-321,L2J,M
0D8348,YV3427,ASTR,GULFSTREAM AEROSPACE Gulfstream G100,L2J,M
141D48,RA-07496,EC25,AIRBUS HELICOPTERS EC-225/725,H2T,M
151D48,RA-73032,B763,BOEING 767-300,L2J,H
151E48,RA-73288,B744,BOEING 747-400,L4J,H
152048,RA-73800,A21N,AIRBUS A-321neo,L2J,M
152A48,RA-76360,IL76,ILYUSHIN Il-76/82,L4J,H
180648,RA-01608,B429,BELL 429 GlobalRanger,H2T,L
201048,V5-EMA,C210,CESSNA 201 Centurion,L1P,L
300248,I-DPCZ,CL2T,CANADAIR CL-415 SuperScooper,A2T,M
300348,I-GREE,A139,AGUSTA AW-139,H2T,L
300548,I-ALBL,CRUZ,CSA PS-28 Cruiser,L1P,L
300848,I-DBRR,GL5T,BOMBARDIER BD-700 Global 5000/5500,L2J,M
320048,MM81997,A139,AGUSTA AW-139,H2T,L
33FD48,MM81568,NH90,NHI NH-90,H2T,M
341148,EC-GHX,A343,AIRBUS A-340-300,L4J,H
342548,EC-JZQ,A320,AIRBUS A-320,L2J,M
344148,EC-CSQ,P28R,PIPER PA-28R-180/200/201,L1P,L
344548,EC-MBL,A320,AIRBUS A-320,L2J,M
344648,EC-MDK,A320,AIRBUS A-320,L2J,M
345248,EC-MMH,A321,AIRBUS A-321,L2J,M
346048,EC-ITO,RALL,SOCATA Rallye,L1P,L
346148,EC-NAR,C25A,CESSNA 525A Citation CJ2,L2J,L
346548,EC-NLE,SIRA,TECNAM P-2002 Sierra,L1P,L
346648,EC-NPC,A320,AIRBUS A-320,L2J,M
347348,EC-NVZ,B788,BOEING 787-8 Dreamliner,L2J,H
383A48,F-BOSI,BE35,BEECH 35 Starfire Bonanza,L1P,L
383D48,F-BPKI,DR22,CENTRE EST Dauphin,L1P,L
384E48,F-BTSI,B47G,BELL 47G,H1P,L
385C48,F-BXCI,CE43,CERVA CE-43 Guepard,L1P,L
390D48,F-GDKI,DR40,ROBIN DR-400,L1P,L
391148,F-GEKI,DR40,ROBIN DR-400,L1P,L
391A48,F-GGSI,P28A,PIPER PA-28-140/150/160/180,L1P,L
392148,F-GIKI,DR40,ROBIN DR-400,L1P,L
392648,F-GJSI,H269,HUGHES Sky Knight,H1P,L
392848,F-GKCI,SR22,CIRRUS SR-22,L1P,L
392D48,F-GLKI,DR40,ROBIN DR-400,L1P,L
393648,F-GNSI,BE58,BEECH 58 Baron,L2P,L
