00903E,ZS-GDH,GLID,,L0-,-
00AF3E,ZS-RWN,AS50,AEROSPATIALE AS-350 Ecureuil,H1T,L
00B03E,ZS-SGJ,PC12,PILATUS PC-12,L1T,L
00CA3E,ZU-KTT,RV10,VANS RV-10,L1P,L
01003E,SU-BND,GLF4,GULFSTREAM 4,L2J,M
01023E,SU-BUV,A320,AIRBUS A-320,L2J,M
02003E,CN-AOP,C130,LOCKHEED C-130 Hercules,L4T,M
02013E,CN-RGZ,B789,BOEING 787-9 Dreamliner,L2J,H
03003E,A2-ABL,AT76,ATR-72-600,L2T,M
04403E,GHF550,C295,CASA C-295 Persuader,L2T,M
05A03E,8Q-TMZ,DHC6,DE HAVILLAND DHC-6 Twin Otter,L2T,L
06003E,3B-SGT,GL5T,BOMBARDIER BD-700 Global 5000/5500,L2J,M
06423E,5N-EGL,CL60,BOMBARDIER CL-600 Challenger,L2J,M
06A03E,A7-AEE,A333,AIRBUS A-330-300,L2J,H
06A13E,A7-GHL,A139,AGUSTA AW-139,H2T,L
08003E,5H-BEE,C208,CESSNA 208 Caravan,L1T,L
08AF3E,AF003,C27J,ALENIA C-27J Spartan,L2T,M
09A03E,C5-MAE,B733,BOEING 737-300,L2J,M
0A003E,7T-VUN,AT75,ATR-72-500,L2T,M
0A403E,7T-WRQ,B350,BEECHCRAFT Super King Air 350,L2T,M
0AC93E,PNC-0738,UH1,BELL UH-1 Huey,H1T,L
0B403E,TG-CCC,BE9L,BEECH 90 King Air,L2T,L
0C213E,HP-1GS,BE58,BEECH 58 Baron,L2P,L
0D073E,XA-RLV,H25B,HAWKER BEECHCRAFT Hawker 750/850,L2J,M
0D083E,XA-GAI,E190,EMBRAER ERJ-190-100,L2J,M
0D093E,XA-NFP,E145,EMBRAER ERJ-145,L2J,M
0D0A3E,XB-NDN,T210,CESSNA T210 Turbo Centurion,L1P,L
0D0B3E,XA-VIJ,A20N,AIRBUS A-320neo,L2J,M
0D0D3E,XB-CAP,T206,CESSNA T206 Turbo Stationair,L1P,L
0D813E,YV2079,B350,BEECHCRAFT Super King Air 350,L2T,M
140B3E,RA-02878,H25B,HAWKER BEECHCRAFT Hawker 750/850,L2J,M
14663E,RA-26174,AN26,ANTONOV An-26,L2T,M
15063E,RA-67134,CRJ2,BOMBARDIER Regional Jet CRJ-200,L2J,M
151E3E,RA-73278,B77W,BOEING 777-300ER,L2J,H
157F3E,RA-98110,YK40,YAKOVLEV Yak-40,L3J,M
20103E,V5-ANG,E135,EMBRAER ERJ-135,L2J,M
30023E,I-DPCE,CL2T,CANADAIR CL-415 SuperScooper,A2T,M
30043E,I-LOPS,B412,BELL 412,H2T,L
30073E,I-AWTU,A109,AGUSTA AW-109 Grand,H2T,L
